Personalizar

"0,00"
"0,02"
"0,03"
"0,05"
"0,07"
"0,08"
"0,10"
"0,12"
"0,13"
"0,15"
"0,17"
"0,18"
"0,20"
"0,22"
"0,23"
"0,25"
"0,27"
"0,28"
"0,30"
"0,32"
"0,33"
"0,35"
"0,37"
"0,38"
"0,40"
"0,42"
"0,43"
"0,45"
"0,47"
"0,48"
"0,50"
"0,52"
"0,53"
"0,55"
"0,57"
"0,58"
"0,60"
"0,62"
"0,63"
"0,65"
"0,67"
"0,68"
"0,70"
"0,72"
"0,73"
"0,75"
"0,77"
"0,78"
"0,80"
"0,82"
"0,83"
"0,85"
"0,87"
"0,88"
"0,90"
"0,92"
"0,93"
"0,95"
"0,97"
"0,98"
"1,00"
"1,02"
"1,03"
"1,05"
"1,07"
"1,08"
"1,10"
"1,12"
"1,13"
"1,15"
"1,17"
"1,18"
"1,20"
"1,22"
"1,23"
"1,25"
"1,27"
"1,28"
"1,30"
"1,32"
"1,33"
"1,35"
"1,37"
"1,38"
"1,40"
"1,42"
"1,43"
"1,45"
"1,47"
"1,48"
"1,50"
"1,52"
"1,53"
"1,55"
"1,57"
"1,58"
"1,60"
"1,62"
"1,63"
"1,65"
"1,67"
"1,68"
"1,70"
"1,72"
"1,73"
"1,75"
"1,77"
"1,78"
"1,80"
"1,82"
"1,83"
"1,85"
"1,87"
"1,88"
"1,90"
"1,92"
"1,93"
"1,95"
"1,97"
"1,98"
"2,00"
"2,02"
"2,03"
"2,05"
"2,07"
"2,08"
"2,10"
"2,12"
"2,13"
"2,15"
"2,17"
"2,18"
"2,20"
"2,22"
"2,23"
"2,25"
"2,27"
"2,28"
"2,30"
"2,32"
"2,33"
"2,35"
"2,37"
"2,38"
"2,40"
"2,42"
"2,43"
"2,45"
"2,47"
"2,48"
"2,50"
"2,52"
"2,53"
"2,55"
"2,57"
"2,58"
"2,60"
"2,62"
"2,63"
"2,65"
"2,67"
"2,68"
"2,70"
"2,72"
"2,73"
"2,75"
"2,77"
"2,78"
"2,80"
"2,82"
"2,83"
"2,85"
"2,87"
"2,88"
"2,90"
"2,92"
"2,93"
"2,95"
"2,97"
"2,98"
"3,00"
"3,02"
"3,03"
"3,05"
"3,07"
"3,08"
"3,10"
"3,12"
"3,13"
"3,15"
"3,17"
"3,18"
"3,20"
"3,22"
"3,23"
"3,25"
"3,27"
"3,28"
"3,30"
"3,32"
"3,33"
"3,35"
"3,37"
"3,38"
"3,40"
"3,42"
"3,43"
"3,45"
"3,47"
"3,48"
"3,50"
"3,52"
"3,53"
"3,55"
"3,57"
"3,58"
"3,60"
"3,62"
"3,63"
"3,65"
"3,67"
"3,68"
"3,70"
"3,72"
"3,73"
"3,75"
"3,77"
"3,78"
"3,80"
"3,82"
"3,83"
"3,85"
"3,87"
"3,88"
"3,90"
"3,92"
"3,93"
"3,95"
"3,97"
"3,98"
"4,00"
"4,02"
"4,03"
"4,05"
"4,07"
"4,08"
"4,10"
"4,12"
"4,13"
"4,15"
"4,17"
"4,18"
"4,20"
"4,22"
"4,23"
"4,25"
"4,27"
"4,28"
"4,30"
"4,32"
"4,33"
"4,35"
"4,37"
"4,38"
"4,40"
"4,42"
"4,43"
"4,45"
"4,47"
"4,48"
"4,50"
"4,52"
"4,53"
"4,55"
"4,57"
"4,58"
"4,60"
"4,62"
"4,63"
"4,65"
"4,67"
"4,68"
"4,70"
"4,72"
"4,73"
"4,75"
"4,77"
"4,78"
"4,80"
"4,82"
"4,83"
"4,85"
"4,87"
"4,88"
"4,90"
"4,92"
"4,93"
"4,95"
"4,97"
"4,98"
"5,00"
"5,02"
"5,03"
"5,05"
"5,07"
"5,08"
"5,10"
"5,12"
"5,13"
"5,15"
"5,17"
"5,18"
"5,20"
"5,22"
"5,23"
"5,25"
"5,27"
"5,28"
"5,30"
"5,32"
"5,33"
"5,35"
"5,37"
"5,38"
"5,40"
"5,42"
"5,43"
"5,45"
"5,47"
"5,48"
"5,50"
"5,52"
"5,53"
"5,55"
"5,57"
"5,58"
"5,60"
"5,62"
"5,63"
"5,65"
"5,67"
"5,68"
"5,70"
"5,72"
"5,73"
"5,75"
"5,77"
"5,78"
"5,80"
"5,82"
"5,83"
"5,85"
"5,87"
"5,88"
"5,90"
"5,92"
"5,93"
"5,95"
"5,97"
"5,98"
"6,00"
"6,02"
"6,03"
"6,05"
"6,07"
"6,08"
"6,10"
"6,12"
"6,13"
"6,15"
"6,17"
"6,18"
"6,20"
"6,22"
"6,23"
"6,25"
"6,27"
"6,28"
"6,30"
"6,32"
"6,33"
"6,35"
"6,37"
"6,38"
"6,40"
"6,42"
"6,43"
"6,45"
"6,47"
"6,48"
"6,50"
"6,52"
"6,53"
"6,55"
"6,57"
"6,58"
"6,60"
"6,62"
"6,63"
"6,65"
"6,67"
"6,68"
"6,70"
"6,72"
"6,73"
"6,75"
"6,77"
"6,78"
